iter	Logloss	Accuracy
598	0.2139719981	0.94625
599	0.2135042965	0.94625
600	0.213119192	0.94625
601	0.2129879754	0.94625
602	0.2128437437	0.94625
603	0.2126748135	0.94625
604	0.21215469	0.945
605	0.212154673	0.945
606	0.2117999085	0.945
607	0.2117874136	0.945
608	0.2115467085	0.945
609	0.2114706685	0.945
610	0.2113911565	0.945
611	0.2112970041	0.945
612	0.2111400214	0.945
613	0.2110049664	0.945
614	0.2107560861	0.945
615	0.2104706936	0.945
616	0.2100876948	0.945
617	0.2100643945	0.945
618	0.2097264821	0.945
619	0.2091922123	0.94625
620	0.2090047742	0.94625
621	0.208686674	0.94625
622	0.2086599274	0.94625
623	0.2086148551	0.94625
624	0.2085929111	0.94625
625	0.208495585	0.94625
626	0.2079702899	0.9475
627	0.207768467	0.9475
628	0.2076635694	0.9475
629	0.2075347203	0.9475
630	0.2072279657	0.9475
631	0.2069310065	0.9475
632	0.2068833095	0.9475
633	0.206573729	0.9475
634	0.2062373373	0.9475
635	0.2059798598	0.95
636	0.2056017487	0.94875
637	0.2055908048	0.94875
638	0.2050735657	0.95
639	0.2049426634	0.95
640	0.2046568058	0.95
641	0.2044226296	0.95
642	0.204161866	0.95
643	0.2039146183	0.95
644	0.2035854964	0.95
645	0.2035443711	0.95
646	0.203340185	0.95
647	0.2030741358	0.95
648	0.2027397647	0.95
649	0.2025857016	0.95
650	0.2022989375	0.95
651	0.2021674323	0.95
652	0.2019028681	0.95
653	0.2016893638	0.95
654	0.2015538133	0.95
655	0.2014653408	0.95
656	0.2013213072	0.95
657	0.2010092529	0.95
658	0.2009150919	0.95
659	0.2005258362	0.95
660	0.200369256	0.95
661	0.2003287124	0.95
662	0.1999571751	0.95
663	0.1998627657	0.95
664	0.1997691813	0.95
665	0.1994849509	0.95
666	0.1994319744	0.95
667	0.1992976355	0.95
668	0.1992204514	0.95
669	0.199075287	0.95
670	0.1987968706	0.95
671	0.1987152687	0.95
672	0.1984091473	0.95
673	0.1980315514	0.95
674	0.1980125361	0.95
675	0.1977779164	0.95
676	0.1977258774	0.95
677	0.1972193039	0.95
678	0.1970542225	0.95125
679	0.1970338933	0.95125
680	0.1969538594	0.95
681	0.1967050956	0.95
682	0.1963859894	0.95
683	0.1962291258	0.95
684	0.1961932345	0.95
685	0.1960810121	0.95
686	0.196027857	0.95
687	0.1958032211	0.95
688	0.1957523645	0.95
689	0.1956681035	0.95
690	0.1954093457	0.95
691	0.1951851857	0.95
692	0.1949908057	0.95
693	0.1947003474	0.95
694	0.1946226381	0.95
695	0.1943265003	0.95
696	0.1941211711	0.95125
697	0.1938507514	0.95125
698	0.1938198141	0.95125
699	0.1935794979	0.95125
700	0.1931829248	0.95125
701	0.1928380933	0.95125
702	0.1921835912	0.95125
703	0.1917870965	0.95125
704	0.1916103598	0.95125
705	0.1914414192	0.95125
706	0.1912037385	0.95125
707	0.1910066896	0.95125
708	0.1909805964	0.95125
709	0.1909628282	0.95125
